,status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price
1622,yes,15,owner,60,58,married,yes_rec,fixed,60,117.0,6000.0,0.0,1500,1670
1623,no,2,rent,36,31,single,no_rec,others,35,0.0,0.0,0.0,525,800
1624,no,1,parents,60,30,single,no_rec,fixed,35,113.0,0.0,0.0,930,955
1625,yes,0,rent,48,39,married,no_rec,freelance,45,0.0,0.0,0.0,700,987
1626,yes,1,parents,48,22,single,no_rec,freelance,35,0.0,10000.0,0.0,650,722
1627,no,15,owner,36,47,married,no_rec,fixed,75,289.0,3500.0,0.0,1500,2154
1628,no,0,parents,48,31,single,no_rec,partime,35,65.0,2500.0,0.0,1000,1560
1629,no,8,parents,24,23,single,no_rec,partime,45,110.0,0.0,0.0,900,931
1630,no,22,owner,48,44,single,no_rec,fixed,35,122.0,5000.0,0.0,900,1500
1631,no,19,owner,48,37,married,no_rec,fixed,60,158.0,7000.0,3000.0,1000,1156
1632,no,13,owner,60,28,married,no_rec,fixed,60,130.0,5000.0,1500.0,900,1281
1633,no,26,owner,48,42,married,no_rec,fixed,60,95.0,6500.0,0.0,1180,1442
1634,no,4,owner,60,29,married,no_rec,partime,60,155.0,5000.0,2500.0,900,1110
1635,yes,4,rent,60,38,married,yes_rec,fixed,118,130.0,0.0,0.0,900,1086
1636,yes,3,rent,60,31,married,yes_rec,partime,58,130.0,0.0,0.0,1500,1537
1637,no,1,other,36,46,married,no_rec,freelance,60,0.0,0.0,0.0,660,1212
1638,no,5,rent,30,58,married,no_rec,fixed,80,200.0,15000.0,0.0,520,690
1639,no,6,owner,36,39,married,yes_rec,freelance,45,170.0,14000.0,1200.0,1100,1900
1640,no,1,owner,48,45,married,no_rec,freelance,90,250.0,4000.0,0.0,1700,1800
1641,yes,1,rent,36,47,married,yes_rec,freelance,105,0.0,0.0,0.0,500,500
1642,yes,2,owner,48,34,married,no_rec,freelance,90,250.0,16000.0,2000.0,1500,1768
1643,no,1,rent,36,46,married,no_rec,fixed,57,119.0,0.0,0.0,600,800
1644,no,8,owner,36,35,married,yes_rec,fixed,45,213.0,6000.0,0.0,1700,2450
1645,no,5,owner,48,65,married,no_rec,freelance,75,80.0,30000.0,2000.0,700,1698
1646,no,3,owner,60,38,married,no_rec,fixed,75,125.0,9000.0,0.0,1250,1415
1647,yes,0,other,60,32,married,no_rec,fixed,75,160.0,0.0,0.0,1300,1350
1648,yes,3,rent,24,22,single,no_rec,freelance,50,148.0,0.0,0.0,700,950
1649,yes,1,rent,36,25,married,no_rec,partime,67,67.0,0.0,0.0,775,850
1650,no,0,owner,60,29,married,no_rec,partime,75,70.0,4500.0,0.0,1150,1683
1651,no,9,owner,60,48,married,yes_rec,fixed,60,83.0,2500.0,0.0,1100,1212
1652,no,12,owner,36,45,married,no_rec,fixed,90,90.0,30000.0,0.0,750,1374
1653,no,15,rent,60,41,married,no_rec,fixed,74,137.0,0.0,0.0,1000,1450
1654,no,29,rent,60,57,married,no_rec,fixed,80,203.0,0.0,0.0,1100,1297
1655,no,8,other,60,28,married,no_rec,fixed,45,200.0,0.0,0.0,700,1529
1656,yes,7,rent,60,38,separated,yes_rec,fixed,42,70.0,0.0,0.0,921,921
1657,no,5,owner,60,26,married,no_rec,fixed,35,56.0,6000.0,0.0,1100,1151
1658,yes,2,owner,60,31,single,no_rec,fixed,35,55.0,7500.0,0.0,800,1351
1659,no,2,other,30,21,single,no_rec,fixed,35,53.0,5000.0,0.0,1000,1525
1660,yes,0,parents,36,26,single,no_rec,partime,35,70.0,3500.0,350.0,375,500
1661,no,17,rent,24,49,married,no_rec,freelance,80,53.0,0.0,0.0,600,1104
1662,yes,6,parents,36,28,married,no_rec,fixed,75,83.0,7000.0,0.0,675,775
1663,yes,2,parents,48,20,single,no_rec,fixed,35,136.0,0.0,0.0,900,1022
1664,no,16,owner,48,48,married,no_rec,freelance,35,364.0,5000.0,0.0,900,1077
1665,no,19,rent,60,42,single,no_rec,fixed,43,78.0,0.0,0.0,730,1070
1666,yes,15,owner,36,56,married,yes_rec,freelance,35,90.0,16000.0,0.0,800,1300
1667,no,8,rent,60,52,married,no_rec,fixed,89,137.0,4000.0,0.0,800,1086
1668,no,2,parents,48,32,married,no_rec,fixed,60,167.0,2000.0,0.0,1450,1698
1669,no,3,parents,60,39,married,no_rec,fixed,45,77.0,0.0,0.0,1000,1094
1670,no,10,parents,60,30,married,no_rec,fixed,60,195.0,800.0,0.0,1800,2400
1671,no,22,parents,36,38,married,no_rec,fixed,75,110.0,2000.0,0.0,780,1785
1672,no,10,owner,60,32,married,no_rec,fixed,45,419.0,5500.0,2500.0,1300,1995
1673,no,14,owner,48,43,married,no_rec,fixed,45,200.0,9000.0,0.0,600,1025
1674,no,19,other,60,34,married,no_rec,fixed,75,154.0,4500.0,0.0,1600,1778
1675,no,2,parents,60,24,single,no_rec,fixed,35,101.0,0.0,0.0,1600,1600
1676,yes,0,owner,42,41,married,no_rec,freelance,60,0.0,4000.0,0.0,2000,2516
1677,no,4,owner,60,32,married,yes_rec,fixed,75,183.0,8000.0,0.0,1170,1398
1678,yes,1,parents,60,29,married,yes_rec,partime,35,102.0,0.0,0.0,1100,1120
1679,yes,4,other,60,25,single,no_rec,partime,35,92.0,0.0,0.0,1400,1661
1680,no,12,owner,24,56,married,yes_rec,fixed,60,124.0,1000.0,0.0,500,1495
1681,yes,0,other,60,46,single,no_rec,fixed,35,150.0,0.0,0.0,1400,1490
1682,no,3,owner,36,41,married,no_rec,freelance,75,200.0,3000.0,0.0,1000,1000
1683,no,16,owner,60,32,married,no_rec,fixed,60,117.0,1100.0,80.0,1400,1833
1684,no,24,owner,60,52,married,no_rec,fixed,45,80.0,4000.0,0.0,1200,1257
1685,yes,1,rent,60,36,married,yes_rec,fixed,85,99.0,0.0,0.0,1200,1275
1686,no,0,owner,60,30,married,no_rec,fixed,45,180.0,5000.0,0.0,1600,1924
1687,no,9,rent,60,40,single,no_rec,fixed,44,91.0,0.0,0.0,1000,1132
1688,yes,20,rent,60,47,married,no_rec,fixed,85,100.0,8000.0,0.0,1250,1250
1689,yes,1,owner,60,40,married,no_rec,fixed,45,0.0,3000.0,180.0,1700,1777
1690,no,0,owner,24,52,married,no_rec,others,45,170.0,6500.0,0.0,500,600
1691,no,17,owner,48,46,married,no_rec,fixed,35,128.0,4000.0,0.0,1400,1718
1692,no,17,parents,60,32,married,no_rec,fixed,75,200.0,6000.0,0.0,1300,1682
1693,no,2,parents,48,22,single,no_rec,fixed,35,185.0,0.0,0.0,1000,2130
1694,no,30,rent,36,59,married,no_rec,freelance,50,52.0,25000.0,0.0,1000,1298
1695,no,15,owner,36,43,married,yes_rec,fixed,60,105.0,5000.0,0.0,400,1631
1696,no,1,rent,36,27,married,no_rec,fixed,55,100.0,0.0,0.0,1000,1300
1697,yes,0,parents,48,26,single,yes_rec,freelance,35,101.0,0.0,0.0,1500,1703
1698,no,10,owner,48,37,widow,no_rec,others,45,110.0,3000.0,0.0,500,1190
1699,yes,6,owner,48,39,married,no_rec,freelance,75,0.0,6000.0,0.0,1000,1177
1700,no,6,owner,60,53,married,no_rec,freelance,45,50.0,16000.0,0.0,1000,1505
1701,yes,1,parents,60,35,single,no_rec,fixed,35,75.0,0.0,0.0,1340,1350
1702,yes,4,owner,6,42,married,no_rec,fixed,45,275.0,4800.0,1200.0,2400,3400
1703,no,20,parents,24,40,single,no_rec,fixed,35,90.0,0.0,0.0,600,1105
1704,yes,3,owner,36,40,married,yes_rec,freelance,60,0.0,4500.0,0.0,575,775
1705,yes,8,other,36,39,married,no_rec,fixed,35,0.0,0.0,0.0,450,550
1706,no,5,owner,36,52,married,no_rec,fixed,35,220.0,12000.0,5000.0,1250,1542
1707,yes,20,other,60,57,married,no_rec,others,60,215.0,11000.0,0.0,1600,1842
1708,no,10,owner,24,34,married,no_rec,freelance,45,225.0,25000.0,0.0,1300,2063
1709,yes,5,rent,54,27,married,no_rec,fixed,47,118.0,0.0,0.0,1500,1600
1710,yes,0,parents,48,41,married,no_rec,partime,90,80.0,0.0,0.0,1200,1468
1711,no,6,owner,48,55,married,no_rec,freelance,45,72.0,16000.0,0.0,1760,2212
1712,no,0,owner,48,38,married,no_rec,fixed,75,217.0,3500.0,0.0,1400,1689
1713,yes,0,owner,60,38,married,no_rec,fixed,45,87.0,10000.0,4500.0,900,1000
1714,no,1,owner,18,38,married,no_rec,others,35,0.0,4000.0,0.0,480,1059
1715,no,2,owner,60,37,married,no_rec,fixed,90,137.0,3000.0,1.0,1100,1563
1716,no,0,rent,60,57,married,no_rec,others,43,80.0,0.0,0.0,1200,1515
1717,no,12,owner,36,49,married,no_rec,freelance,35,78.0,12000.0,2000.0,1000,1200
1718,no,6,rent,60,26,married,no_rec,fixed,60,150.0,0.0,0.0,1200,1376
1719,yes,5,parents,36,26,single,no_rec,freelance,35,0.0,5000.0,3000.0,1200,2140
1720,yes,1,rent,36,40,separated,no_rec,others,79,38.0,0.0,0.0,400,400
1721,no,7,owner,36,23,married,no_rec,fixed,35,247.0,5000.0,400.0,1500,1785
1722,yes,7,rent,36,25,married,no_rec,fixed,69,93.0,0.0,0.0,250,400
1723,no,6,owner,48,28,married,no_rec,fixed,45,114.0,3500.0,0.0,650,1255
1724,no,15,rent,48,45,married,no_rec,fixed,88,130.0,3000.0,0.0,1300,1591
1725,no,0,owner,60,31,married,no_rec,fixed,60,105.0,3500.0,0.0,1100,1170
1726,yes,2,owner,48,43,married,no_rec,partime,60,95.0,4000.0,1300.0,700,975
1727,no,9,owner,12,26,single,no_rec,fixed,35,91.0,4000.0,0.0,1000,1776
1728,no,8,owner,48,34,married,no_rec,freelance,45,0.0,8000.0,3600.0,600,1699
1729,yes,5,rent,60,36,married,yes_rec,fixed,66,61.0,0.0,0.0,1100,1243
1730,no,6,owner,36,47,married,no_rec,freelance,60,35.0,10000.0,0.0,1200,1974
1731,no,23,rent,48,57,single,yes_rec,fixed,49,142.0,0.0,0.0,1300,1450
1732,no,5,rent,36,37,married,no_rec,fixed,74,138.0,0.0,0.0,900,1358
1733,yes,7,parents,48,32,married,yes_rec,fixed,45,161.0,0.0,0.0,970,1564
1734,yes,0,rent,60,25,single,yes_rec,partime,47,120.0,0.0,0.0,1200,1460
1735,no,5,parents,48,28,married,no_rec,fixed,45,120.0,0.0,0.0,1100,1537
1736,yes,1,parents,60,36,married,no_rec,partime,60,60.0,0.0,0.0,1400,1612
1737,no,2,owner,36,23,single,no_rec,freelance,45,135.0,10000.0,0.0,1250,1400
1738,no,19,priv,36,37,married,no_rec,fixed,75,170.0,3500.0,260.0,600,940
1739,yes,30,owner,60,61,married,yes_rec,freelance,35,0.0,60000.0,0.0,950,1015
1740,no,1,owner,36,25,widow,no_rec,fixed,45,60.0,2000.0,0.0,525,800
1741,no,10,rent,18,34,divorced,no_rec,fixed,54,189.0,0.0,0.0,800,2215
1742,no,20,owner,48,37,separated,no_rec,fixed,35,165.0,8000.0,1000.0,1300,2500
1743,no,8,rent,48,26,married,no_rec,freelance,82,219.0,0.0,0.0,1400,1635
1744,no,3,other,48,32,single,yes_rec,fixed,35,71.0,0.0,0.0,1000,1200
1745,no,0,parents,48,28,single,no_rec,freelance,35,100.0,0.0,0.0,900,1400
1746,no,2,parents,60,27,single,no_rec,fixed,35,71.0,3500.0,0.0,600,960
1747,no,20,owner,60,41,married,no_rec,fixed,75,186.0,8000.0,50.0,900,1700
1748,no,9,rent,48,56,married,no_rec,freelance,140,350.0,0.0,0.0,1400,1571
1749,no,11,owner,60,26,married,no_rec,fixed,45,81.0,4000.0,1800.0,1000,1206
1750,no,8,owner,48,52,married,no_rec,fixed,60,105.0,3500.0,0.0,1000,1887
1751,no,24,owner,24,47,married,no_rec,fixed,75,136.0,4000.0,0.0,435,935
1752,no,14,owner,60,28,married,no_rec,fixed,45,178.0,4000.0,700.0,600,700
1753,yes,1,rent,48,29,married,yes_rec,freelance,85,100.0,0.0,0.0,1000,1345
1754,no,0,owner,60,31,widow,no_rec,freelance,35,200.0,4000.0,0.0,943,1018
1755,no,0,parents,24,24,single,no_rec,partime,35,117.0,4000.0,0.0,1000,1489
1756,no,30,owner,36,56,married,yes_rec,freelance,105,300.0,30000.0,1300.0,1100,1318
1757,no,8,other,30,40,married,no_rec,fixed,45,148.0,0.0,0.0,850,1370
1758,yes,6,rent,60,28,married,no_rec,fixed,54,90.0,0.0,0.0,1700,1700
1759,no,0,other,36,46,married,yes_rec,others,45,45.0,0.0,0.0,900,1100
1760,no,2,rent,60,34,married,no_rec,fixed,91,160.0,0.0,0.0,1100,1378
1761,no,6,rent,24,28,married,no_rec,fixed,62,166.0,0.0,0.0,500,1150
1762,no,20,parents,36,39,married,no_rec,freelance,60,346.0,35000.0,0.0,1900,2440
1763,no,6,owner,36,34,married,yes_rec,fixed,60,148.0,9000.0,4090.0,500,1600
1764,no,18,rent,48,53,married,no_rec,fixed,54,92.0,0.0,0.0,1340,1345
1765,yes,6,parents,60,38,married,no_rec,freelance,105,0.0,0.0,0.0,480,1481
1766,no,1,parents,60,21,single,no_rec,freelance,35,100.0,0.0,0.0,900,1290
1767,yes,1,parents,60,22,married,yes_rec,partime,45,183.0,0.0,0.0,1600,1739
1768,no,9,rent,48,23,married,no_rec,fixed,47,118.0,0.0,0.0,1500,1643
1769,no,9,owner,36,29,single,no_rec,fixed,35,147.0,3500.0,0.0,1886,2886
1770,no,22,owner,48,45,married,no_rec,fixed,45,208.0,11500.0,0.0,1000,1698
1771,no,2,owner,24,43,married,no_rec,fixed,60,95.0,3000.0,0.0,300,350
1772,yes,2,rent,36,29,single,yes_rec,freelance,35,0.0,0.0,0.0,1000,1600
1773,no,5,parents,48,23,single,no_rec,fixed,35,82.0,0.0,0.0,1550,1630
1774,no,0,parents,36,37,married,yes_rec,fixed,45,230.0,7000.0,0.0,2800,4200
1775,no,13,rent,60,54,married,no_rec,fixed,57,120.0,0.0,0.0,1000,1257
1776,no,18,owner,60,38,married,no_rec,fixed,75,138.0,6000.0,0.0,1000,2018
1777,no,1,rent,36,43,married,no_rec,fixed,92,173.0,0.0,0.0,550,590
1778,no,5,owner,12,60,married,no_rec,fixed,60,125.0,5000.0,0.0,400,1361
1779,no,2,owner,48,40,married,no_rec,freelance,60,160.0,3000.0,800.0,1300,1521
1780,no,1,owner,48,33,married,no_rec,fixed,45,104.0,6500.0,0.0,1150,1348
1781,yes,10,owner,48,50,separated,no_rec,freelance,35,0.0,80000.0,0.0,1800,2038
1782,no,8,rent,48,24,single,no_rec,fixed,49,135.0,0.0,0.0,1000,1274
1783,no,0,parents,36,27,married,no_rec,freelance,60,0.0,0.0,0.0,600,900
1784,no,2,rent,36,32,married,no_rec,fixed,63,175.0,0.0,0.0,1000,1230
1785,yes,0,priv,60,34,married,no_rec,partime,35,107.0,3000.0,2500.0,1000,1189
1786,no,14,parents,48,37,married,yes_rec,fixed,60,120.0,0.0,0.0,1000,1189
1787,yes,2,parents,36,30,single,no_rec,freelance,35,0.0,15000.0,0.0,2000,2600
1788,no,3,owner,48,19,single,no_rec,fixed,35,180.0,4000.0,0.0,800,1128
1789,no,0,owner,24,63,widow,no_rec,others,35,92.0,40000.0,0.0,1150,2244
1790,no,21,rent,36,42,married,no_rec,fixed,74,135.0,450.0,0.0,240,1275
1791,no,20,owner,36,48,married,no_rec,fixed,75,303.0,8000.0,0.0,1000,1831
1792,yes,2,rent,48,56,single,no_rec,freelance,51,157.0,11000.0,4500.0,1000,2008
1793,no,21,rent,60,36,married,no_rec,fixed,83,80.0,0.0,0.0,1220,1505
1794,yes,1,rent,60,52,separated,yes_rec,fixed,68,327.0,0.0,0.0,700,819
1795,no,3,owner,24,51,married,no_rec,fixed,45,223.0,20000.0,0.0,1400,1581
1796,no,4,owner,60,37,married,no_rec,fixed,60,185.0,3000.0,0.0,1200,1564
1797,yes,0,rent,36,41,married,no_rec,freelance,35,0.0,0.0,0.0,800,1250
1798,yes,3,parents,60,29,single,no_rec,freelance,35,0.0,0.0,0.0,1500,2500
1799,no,0,owner,48,61,widow,no_rec,others,35,35.0,4000.0,200.0,650,962
1800,no,1,rent,60,24,married,no_rec,fixed,77,165.0,0.0,0.0,1500,1736
1801,no,5,parents,60,24,single,no_rec,fixed,35,120.0,0.0,0.0,900,1249
1802,no,2,other,60,41,separated,no_rec,freelance,35,100.0,5000.0,0.0,1200,1450
1803,no,14,owner,18,29,married,no_rec,fixed,35,165.0,6000.0,2500.0,600,1370
1804,no,2,owner,60,43,married,yes_rec,fixed,45,63.0,3000.0,0.0,1100,1683
1805,no,2,owner,36,30,married,no_rec,freelance,35,0.0,4000.0,0.0,1100,1850
1806,no,10,owner,60,37,married,yes_rec,fixed,90,118.0,4500.0,0.0,1200,1296
1807,no,19,parents,12,41,married,no_rec,freelance,90,190.0,500.0,0.0,500,1600
1808,no,2,other,60,23,single,no_rec,fixed,45,175.0,7500.0,0.0,1500,1525
1809,no,40,rent,18,62,married,no_rec,freelance,77,166.0,10000.0,0.0,900,2040
1810,no,2,parents,60,25,single,no_rec,freelance,45,130.0,8500.0,0.0,1100,1380
1811,yes,0,owner,36,35,married,yes_rec,fixed,75,120.0,4000.0,0.0,900,975
1812,no,23,parents,60,37,single,no_rec,freelance,35,0.0,4500.0,0.0,1950,2336
1813,no,5,rent,48,25,married,no_rec,fixed,55,100.0,0.0,0.0,549,549
1814,yes,3,owner,36,43,married,no_rec,freelance,45,0.0,3500.0,0.0,600,800
1815,no,12,owner,36,54,married,no_rec,fixed,60,130.0,4000.0,0.0,700,2100
1816,no,0,owner,48,24,married,no_rec,partime,45,95.0,5000.0,0.0,1000,1601
1817,no,13,rent,60,53,separated,no_rec,fixed,57,222.0,4600.0,0.0,1000,2300
1818,no,14,rent,60,46,married,no_rec,freelance,67,67.0,0.0,0.0,1500,2250
1819,no,3,owner,24,41,married,no_rec,freelance,60,0.0,11000.0,0.0,800,1173
1820,no,10,owner,60,40,married,yes_rec,fixed,60,233.0,15000.0,2640.0,1400,2038
1821,yes,2,rent,48,36,divorced,no_rec,fixed,45,99.0,0.0,0.0,750,1350
1822,no,5,parents,36,27,single,no_rec,fixed,35,200.0,4000.0,0.0,600,1098
1823,no,0,owner,60,29,married,no_rec,fixed,60,100.0,5000.0,0.0,800,960
1824,no,0,rent,24,23,single,no_rec,fixed,42,70.0,0.0,0.0,125,125
1825,no,12,owner,60,27,married,yes_rec,fixed,35,100.0,3000.0,0.0,1300,1359
1826,no,0,owner,24,38,married,no_rec,fixed,75,87.0,3000.0,0.0,500,1214
1827,no,20,owner,18,47,married,yes_rec,freelance,60,0.0,110000.0,0.0,1800,3300
1828,yes,0,rent,36,33,married,yes_rec,partime,76,155.0,0.0,0.0,440,440
1829,no,5,owner,60,54,married,no_rec,freelance,60,92.0,6000.0,1700.0,1700,1714
1830,no,14,rent,48,28,married,no_rec,fixed,60,146.0,0.0,0.0,1450,1474
1831,yes,5,rent,60,40,married,yes_rec,freelance,54,89.0,0.0,0.0,1200,1457
1832,no,17,owner,6,42,married,no_rec,fixed,90,111.0,10000.0,0.0,1000,2626
1833,yes,2,priv,60,53,married,no_rec,fixed,75,85.0,7000.0,0.0,1050,1172
1834,yes,3,parents,36,21,single,no_rec,fixed,35,85.0,0.0,0.0,105,105
1835,no,15,owner,60,33,married,no_rec,fixed,45,90.0,3000.0,0.0,1200,1323
1836,no,3,parents,36,28,single,no_rec,fixed,35,74.0,0.0,0.0,350,550
1837,no,15,owner,60,49,married,no_rec,fixed,60,162.0,5000.0,0.0,1700,2081
1838,no,13,parents,36,38,separated,no_rec,fixed,45,128.0,0.0,0.0,525,625
1839,yes,4,rent,36,34,married,no_rec,fixed,73,126.0,0.0,0.0,1000,1250
1840,no,2,parents,60,24,single,no_rec,fixed,35,164.0,0.0,0.0,900,1516
1841,yes,0,rent,60,36,married,yes_rec,fixed,85,100.0,0.0,0.0,1100,1256
1842,no,6,ignore,24,37,married,no_rec,fixed,75,466.0,10000.0,800.0,1678,1678
1843,yes,1,rent,36,26,single,no_rec,partime,42,70.0,0.0,0.0,590,590
1844,no,10,owner,48,37,divorced,no_rec,fixed,35,87.0,3500.0,450.0,500,1155
1845,no,45,owner,12,60,married,no_rec,freelance,35,52.0,19000.0,0.0,550,1240
1846,no,13,parents,36,27,single,no_rec,fixed,35,105.0,0.0,0.0,500,800
1847,no,2,parents,24,23,single,no_rec,freelance,35,63.0,20000.0,0.0,600,2143
1848,yes,10,rent,48,34,married,no_rec,fixed,83,79.0,0.0,0.0,1200,1215
1849,no,31,owner,24,58,married,no_rec,fixed,35,160.0,3000.0,0.0,700,700
1850,yes,2,owner,60,36,married,yes_rec,freelance,60,140.0,29000.0,0.0,3900,4812
1851,yes,10,owner,60,26,married,no_rec,fixed,60,63.0,5000.0,3000.0,1400,1432
1852,no,15,owner,60,39,separated,no_rec,freelance,45,54.0,7000.0,0.0,1500,2230
1853,yes,0,rent,48,20,single,yes_rec,partime,56,105.0,0.0,0.0,1100,1289
1854,no,17,owner,24,36,married,no_rec,fixed,45,115.0,300.0,0.0,600,1642
1855,yes,3,owner,60,39,married,no_rec,freelance,75,491.0,90000.0,0.0,4000,6700
1856,no,2,other,36,26,married,no_rec,fixed,35,148.0,4000.0,0.0,700,1300
1857,no,16,owner,60,42,married,no_rec,fixed,75,100.0,2000.0,0.0,1050,1490
1858,no,3,owner,24,27,married,no_rec,fixed,45,245.0,14000.0,0.0,500,2070
1859,yes,0,rent,48,37,married,yes_rec,partime,120,300.0,8000.0,2000.0,1500,2977
1860,no,10,other,36,32,single,no_rec,fixed,35,139.0,0.0,0.0,1100,2471
1861,no,0,parents,36,24,single,no_rec,freelance,35,59.0,0.0,0.0,500,1400
1862,yes,3,owner,60,45,married,no_rec,freelance,60,0.0,5000.0,0.0,1370,1403
1863,no,10,owner,24,39,married,no_rec,fixed,75,150.0,3000.0,0.0,500,1108
1864,no,3,owner,60,32,married,no_rec,fixed,35,125.0,9000.0,2300.0,1350,1550
1865,yes,3,rent,48,25,married,yes_rec,freelance,35,0.0,0.0,0.0,1300,1361
1866,no,11,rent,12,33,married,no_rec,fixed,78,180.0,0.0,0.0,300,1479
1867,yes,13,priv,60,30,married,yes_rec,fixed,75,85.0,3500.0,0.0,1100,1417
1868,yes,14,owner,36,37,married,yes_rec,fixed,75,120.0,13000.0,3500.0,1250,1350
1869,no,3,owner,48,25,married,no_rec,freelance,35,107.0,4500.0,1900.0,1000,1250
1870,no,20,owner,36,48,married,no_rec,fixed,45,257.0,3000.0,0.0,900,1193
1871,yes,0,rent,36,34,separated,no_rec,fixed,49,140.0,0.0,0.0,1150,1600
1872,no,14,priv,24,54,married,no_rec,fixed,45,100.0,9000.0,0.0,650,1150
1873,no,15,owner,24,64,married,yes_rec,freelance,75,500.0,29500.0,3500.0,800,1081
1874,no,2,parents,60,26,single,no_rec,freelance,35,8.0,0.0,0.0,900,984
1875,no,7,priv,48,27,married,no_rec,fixed,60,71.0,800.0,0.0,800,1505
1876,no,22,rent,48,42,married,yes_rec,fixed,102,121.0,0.0,0.0,1000,1250
1877,no,13,owner,60,34,married,no_rec,fixed,45,186.0,3000.0,0.0,1900,2600
1878,yes,1,owner,60,24,married,no_rec,fixed,45,199.0,6500.0,3000.0,1400,1702
1879,no,8,parents,36,26,single,no_rec,fixed,35,65.0,0.0,0.0,500,1715
1880,no,7,owner,60,55,married,no_rec,fixed,45,89.0,5000.0,0.0,1250,1455
1881,no,10,owner,36,39,married,no_rec,fixed,90,122.0,3000.0,0.0,500,1472
1882,no,4,owner,48,42,married,no_rec,fixed,35,111.0,3500.0,0.0,1000,1683
1883,yes,1,rent,48,31,married,no_rec,fixed,87,115.0,0.0,0.0,1100,1672
1884,no,8,priv,60,49,married,no_rec,fixed,45,120.0,3000.0,0.0,900,985
1885,no,9,rent,36,39,married,no_rec,freelance,54,90.0,0.0,0.0,600,875
1886,no,11,owner,60,27,married,no_rec,fixed,45,190.0,3000.0,0.0,1200,1537
1887,no,7,owner,48,42,married,no_rec,fixed,60,132.0,8000.0,720.0,1000,1350
1888,no,15,owner,48,37,married,yes_rec,freelance,45,178.0,30000.0,9500.0,2400,3120
1889,no,0,parents,24,20,single,no_rec,fixed,35,155.0,7000.0,0.0,1450,1688
1890,no,2,owner,48,44,married,yes_rec,fixed,60,310.0,20000.0,600.0,1700,2700
1891,no,14,owner,60,28,married,yes_rec,fixed,35,198.0,7000.0,900.0,1000,1850
1892,no,8,owner,12,49,married,no_rec,freelance,60,142.0,6000.0,0.0,200,1048
1893,yes,10,owner,48,63,married,yes_rec,freelance,35,0.0,3000.0,0.0,4000,4769
1894,no,3,owner,24,29,married,no_rec,fixed,60,225.0,9000.0,0.0,600,980
1895,no,8,priv,60,30,married,no_rec,fixed,75,100.0,2000.0,192.0,1400,1460
1896,no,0,owner,60,32,single,no_rec,partime,35,94.0,7500.0,0.0,1350,1583
1897,yes,3,parents,60,25,single,no_rec,partime,35,225.0,0.0,0.0,1130,1130
1898,no,15,owner,60,38,married,no_rec,fixed,60,90.0,6000.0,480.0,1100,1289
1899,no,15,owner,24,53,married,yes_rec,freelance,60,245.0,30000.0,0.0,2400,4400
1900,yes,0,rent,60,34,married,no_rec,freelance,75,0.0,4000.0,1000.0,1275,1325
1901,yes,16,rent,48,37,married,yes_rec,fixed,68,234.0,0.0,0.0,1000,1606
1902,yes,7,other,36,38,married,yes_rec,freelance,35,59.0,0.0,0.0,1000,2246
1903,no,12,owner,60,54,married,yes_rec,fixed,75,231.0,15000.0,0.0,1950,2500
1904,no,8,parents,36,26,single,no_rec,freelance,35,0.0,9000.0,2500.0,450,680
1905,no,10,owner,18,34,married,no_rec,freelance,75,181.0,4000.0,0.0,600,1000
1906,yes,14,rent,60,46,married,no_rec,freelance,48,25.0,0.0,0.0,1700,2210
1907,yes,1,parents,60,26,single,no_rec,partime,35,0.0,0.0,0.0,2400,2599
1908,no,1,other,60,27,single,no_rec,fixed,35,125.0,4000.0,1200.0,1500,1558
1909,yes,12,owner,60,39,married,no_rec,fixed,90,95.0,4000.0,250.0,1450,1686
1910,yes,0,rent,60,38,married,no_rec,freelance,35,0.0,0.0,0.0,1300,1636
1911,no,3,rent,48,33,married,no_rec,fixed,66,63.0,2000.0,0.0,800,1298
1912,no,3,rent,60,24,single,no_rec,fixed,60,147.0,0.0,0.0,1050,1351
1913,yes,8,owner,36,48,married,yes_rec,fixed,35,121.0,3000.0,0.0,400,925
1914,no,21,owner,60,57,married,no_rec,freelance,60,95.0,8000.0,0.0,1000,1700
1915,no,20,parents,60,46,single,no_rec,fixed,35,108.0,8000.0,0.0,550,1106
1916,no,3,owner,48,29,married,no_rec,fixed,35,83.0,4500.0,1170.0,700,837
1917,yes,3,rent,48,39,married,yes_rec,fixed,97,223.0,0.0,0.0,1250,1609
1918,no,0,owner,36,41,married,no_rec,fixed,75,89.0,5500.0,0.0,1000,1670
1919,yes,0,owner,48,49,married,no_rec,partime,35,136.0,5000.0,1600.0,900,1178
1920,no,24,owner,48,48,married,no_rec,fixed,75,90.0,3000.0,0.0,400,975
1921,no,7,owner,60,42,married,no_rec,fixed,45,88.0,4000.0,0.0,850,1033
1922,no,2,rent,36,42,single,no_rec,fixed,45,104.0,0.0,0.0,800,870
1923,no,1,rent,60,29,married,no_rec,fixed,59,142.0,0.0,0.0,700,1344
1924,no,15,owner,60,29,married,no_rec,fixed,45,110.0,4500.0,900.0,1300,1595
1925,no,15,rent,36,36,married,no_rec,fixed,60,145.0,0.0,0.0,900,1621
1926,no,12,owner,36,47,married,no_rec,fixed,75,124.0,3500.0,0.0,460,470
1927,no,5,parents,36,21,single,yes_rec,fixed,35,62.0,0.0,0.0,250,375
